Training POS tagger....
Averaging weights....
Done!

Training dependency parser....
0 0.622
1 0.706
2 0.749
3 0.774
4 0.794
5 0.809
6 0.822
7 0.831
8 0.840
9 0.846
10 0.849
11 0.853
12 0.857
13 0.859
14 0.862
Averaging weights....
Done!

Saving model to model/parser.pickle
7 whether 11 6
8 their 9 9
9 ads 11 7
10 will 11 11
11 be 3 6
12 any 13 14
13 more 14 14
14 effective 11 11
15 . 3 3

0 ROOT ROOT None
1 In 18 18
2 1987 1 1
3 , 18 18
4 despite 18 18
5 a 6 6
6 barrage 4 4
7 of 6 6
8 ads 7 7
9 from 8 8
10 most 9 9
11 of 10 10
12 the 15 15
13 major 15 15
14 investment 15 15
15 firms 11 11
16 , 18 18
17 individuals 18 18
18 ran 0 25
19 from 18 18
20 the 21 23
21 market 19 23
22 en 23 23
23 masse 18 19
24 . 18 18

0 ROOT ROOT None
1 Now 5 5
2 the 3 3
3 firms 5 5
4 must 5 5
5 try 0 18
6 their 7 7
7 hardest 5 5
8 to 9 9
9 prove 5 5
10 that 13 13
11 advertising 13 13
12 can 13 13
13 work 9 9
14 this 15 15
15 time 13 13
16 around 15 15
17 . 5 5

0 ROOT ROOT None
1 Ad 2 2
2 Notes 0 5
3 ... 2 2
4 . 2 2

0 ROOT ROOT None
1 ARNOLD 2 2
2 ADVERTISING 0 4
3 : 2 2

0 ROOT ROOT None
1 Edward 2 2
2 Eskandarian 13 13
3 , 2 2
4 former 5 5
5 chairman 2 2
6 of 5 5
7 Della 11 8
8 Femina 11 6
9 , 11 8
10 McNamee 11 11
11 WCRS/Boston 6 8
12 , 2 2
13 reached 0 32
14 an 15 15
15 agreement 13 13
16 in 15 15
17 principle 16 16
18 to 19 19
19 acquire 15 15
20 a 22 22
21 majority 22 22
22 stake 19 19
23 in 22 22
24 Arnold 25 25
25 Advertising 23 23
26 , 25 25
27 a 30 30
28 small 30 30
29 Boston 30 30
30 shop 25 25
31 . 13 13

0 ROOT ROOT None
1 Terms 4 4
2 were 4 4
3 n't 4 4
4 disclosed 0 6
5 . 4 4

0 ROOT ROOT None
1 Mr. 2 2
2 Eskandarian 13 21
3 , 2 2
4 who 5 5
5 resigned 2 2
6 his 9 9
7 Della 9 9
8 Femina 9 9
9 post 5 5
10 in 5 5
11 September 10 10
12 , 2 2
13 becomes 0 14
14 chairman 13 2
15 and 14 14
16 chief 17 17
17 executive 14 14
18 of 14 17
19 Arnold 18 18
20 . 13 2

0 ROOT ROOT None
1 John 2 2
2 Verret 13 13
3 , 2 2
4 the 5 5
5 agency 7 7
6 's 5 5
7 president 2 2
8 and 7 7
9 chief 10 10
10 executive 7 7
11 , 2 2
12 will 13 13
13 retain 0 19
14 the 15 15
15 title 13 13
16 of 15 15
17 president 16 16
18 . 13 13

0 ROOT ROOT None
1 Separately 12 12
2 , 12 12
3 McDonald 5 5
4 's 3 3
5 Corp. 12 12
6 , 5 5
7 Oak 8 8
8 Brook 5 5
9 , 8 8
10 Ill. 8 8
11 , 5 5
12 named 0 32
13 Arnold 15 12
14 to 15 15
15 handle 12 12
16 its 23 23
17 estimated 23 23
18 $ 23 23
19 4 20 20
20 million 18 18
21 cooperative 23 23
22 ad 23 23
23 account 15 15
24 for 23 15
25 the 30 26
26 Hartford 30 30
27 , 26 26
28 Conn. 26 26
29 , 26 26
30 area 24 24
31 . 12 12

0 ROOT ROOT None
1 That 2 2
2 account 5 13
3 had 5 5
4 been 5 5
5 handled 0 2
6 by 5 5
7 Della 11 8
8 Femina 11 6
9 , 11 8
10 McNamee 11 11
11 WCRS 6 8
12 . 5 2

0 ROOT ROOT None
1 EDUCATION 2 2
2 ADS 0 4
3 : 2 2

0 ROOT ROOT None
1 A 4 4
2 142-page 4 4
3 ad 4 4
4 supplement 15 15
5 to 4 4
6 Business 7 7
7 Week 14 14
8 's 7 7
9 special 14 12
10 `` 14 12
11 Corporate 14 12
12 Elite 14 14
13 '' 14 14
14 issue 5 15
15 calls 0 32
16 on 15 15
17 business 18 18
18 leaders 16 16
19 to 20 20
20 use 15 15
21 their 22 22
22 clout 20 20
23 to 24 24
24 help 20 22
25 solve 24 24
26 the 27 27
27 nation 30 30
28 's 27 27
29 education 30 30
30 crisis 25 25
31 . 15 15

0 ROOT ROOT None
1 The 2 2
2 supplement 11 11
3 , 2 2
4 the 5 6
5 largest 2 6
6 ever 5 2
7 for 5 6
8 the 9 9
9 magazine 7 7
10 , 2 2
11 includes 0 28
12 ads 11 11
13 from 12 12
14 52 16 16
15 corporate 16 16
16 advertisers 13 13
17 and 11 11
18 kicks 11 11
19 off 18 18
20 a 24 22
21 two-year 24 22
22 Business 24 24
23 Week 24 24
24 initiative 18 18
25 on 24 18
26 education 25 25
27 . 11 11

0 ROOT ROOT None
1 The 2 2
2 magazine 4 4
3 will 4 4
4 distribute 0 20
5 10 6 6
6 % 4 10
7 of 6 6
8 the 10 9
9 gross 10 10
10 revenues 7 4
11 from 10 10
12 the 13 13
13 supplement 11 11
14 as 4 13
15 grants 14 14
16 to 15 13
17 innovative 18 18
18 teachers 16 16
19 . 4 4

0 ROOT ROOT None
1 You 2 2
2 know 0 14
3 what 8 8
4 the 5 5
5 law 8 8
6 of 5 5
7 averages 6 6
8 is 2 2
9 , 2 8
10 do 2 8
11 n't 10 10
12 you 10 11
13 ? 2 8

0 ROOT ROOT None
1 It 2 2
2 's 0 14
3 what 6 4
4 1 6 2
5 ) 4 2
6 explains 2 2
7 why 9 9
8 we 9 9
9 are 6 2
10 like 9 9
11 , 10 10
12 well 10 11
13 , 10 2
14 ourselves 10 45
15 rather 14 14
16 than 15 15
17 Bo 18 18
18 Jackson 14 16
19 ; 6 14
20 2 22 14
21 ) 20 14
22 cautions 6 14
23 that 25 25
24 it 25 25
25 's 22 14
26 possible 25 25
27 to 28 28
28 drown 25 25
29 in 28 28
30 a 31 31
31 lake 29 29
32 that 33 33
33 averages 31 31
34 two 35 35
35 feet 33 33
36 deep 35 35
37 ; 6 14
38 and 6 14
39 3 41 14
40 ) 39 14
41 predicts 6 45
42 that 50 45
43 10,000 44 44
44 monkeys 50 45
45 placed 44 58
46 before 45 45
47 10,000 48 48
48 pianos 46 46
49 would 50 50
50 produce 41 45
51 1,118 53 53
52 publishable 53 53
53 rock 50 56
54 'n' 53 53
55 roll 56 56
56 tunes 53 50
57 . 2 45

0 ROOT ROOT None
1 Baseball 10 10
2 , 1 1
3 that 4 4
4 game 1 1
5 of 4 4
6 the 8 8
7 long 8 8
8 haul 5 5
9 , 1 1
10 is 0 37
11 the 13 13
12 quintessential 13 13
13 sport 10 10
14 of 13 13
15 the 16 16
16 mean 14 14
17 , 10 10
18 and 10 10
19 the 22 22
20 mean 22 22
21 ol' 22 22
22 law 23 10
23 caught 10 22
24 up 23 23
25 with 23 23
26 the 29 29
27 San 29 29
28 Francisco 29 29
29 Giants 25 25
30 in 23 23
31 the 33 35
32 World 33 35
33 Series 30 35
34 last 35 35
35 weekend 23 30
36 . 10 10

0 ROOT ROOT None
1 The 2 2
2 team 19 55
3 that 4 4
4 dumped 2 2
5 runs 4 4
6 by 4 5
7 the 8 8
8 bushel 6 6
9 on 4 8
10 the 12 12
11 Chicago 12 12
12 Cubs 9 9
13 in 4 8
14 the 17 17
15 National 17 17
16 League 17 17
17 playoffs 13 19
18 was 19 19
19 held 0 5
20 to 19 19
21 just 22 22
22 one 20 20
23 in 19 19
24 two 25 25
25 games 23 23
26 by 19 19
27 the 31 30
28 home-team 31 30
29 Oakland 31 30
30 A 31 26
31 's 26 30
32 , 31 30
33 the 34 34
34 gang 31 30
35 that 38 38
36 had 38 38
37 been 38 38
38 done 34 34
39 unto 38 38
40 similarly 38 38
41 by 38 38
42 the 45 45
43 Los 45 45
44 Angeles 45 45
45 Dodgers 41 41
46 and 45 45
47 Orel 48 48
48 Hershiser 45 45
49 in 38 38
50 last 51 51
51 year 53 53
52 's 51 51
53 tournament 49 49
54 . 19 2

0 ROOT ROOT None
1 Morever 8 8
2 , 8 8
3 much 8 8
4 of 3 3
5 the 6 6
6 damage 4 4
7 was 8 8
8 accomplished 0 20
9 by 8 8
10 A 11 9
11 's 9 10
12 who 13 13
13 had 11 10
14 some 13 15
15 catching 14 13
16 up 14 15
17 to 18 18
18 do 14 15
19 . 8 8

0 ROOT ROOT None
1 In 24 24
2 game 1 3
3 two 2 1
4 , 24 24
5 on 24 4
6 a 9 7
7 cool 9 9
8 Sunday 9 9
9 evening 5 5
10 in 9 4
11 this 12 12
12 land 10 10
13 of 12 12
14 perpetual 15 15
15 autumn 13 13
16 , 24 15
17 a 18 18
18 lot 24 24
19 of 18 18
20 the 19 21
21 catching 20 24
22 up 20 21
23 was 24 24
24 done 0 34
25 by 24 24
26 the 29 27
27 A 29 29
28 's 29 27
29 catcher 25 25
30 , 29 29
31 Terry 32 32
32 Steinbach 29 29
33 . 24 24

0 ROOT ROOT None
1 He 2 2
2 hit 0 33
3 a 5 5
4 2-0 5 5
5 pitch 2 2
6 from 5 5
7 Rick 8 8
8 Reuschel 6 6
9 into 2 2
10 the 12 12
11 left-field 12 12
12 stands 9 9
13 in 2 12
14 inning 13 13
15 four 14 14
16 to 17 17
17 stretch 2 14
18 his 19 19
19 team 21 21
20 's 19 19
21 lead 17 17
22 from 17 17
23 2-1 22 22
24 to 17 23
25 a 27 27
26 decisive 27 27
27 5-1 24 24
28 , 27 27
29 where 31 31
30 it 31 31
31 stayed 27 2
32 . 2 2

0 ROOT ROOT None
1 So 0 6
2 what 1 6
3 if 6 6
4 Steinbach 6 6
5 had 6 6
6 struck 1 28
7 just 10 8
8 seven 10 10
9 home 10 10
10 runs 6 6
11 in 6 10
12 130 14 14
13 regular-season 14 14
14 games 11 11
15 , 6 6
16 and 6 6
17 batted 6 6
18 in 17 17
19 the 21 21
20 seventh 21 21
21 position 18 18
22 of 21 21
23 the 26 24
24 A 26 26
25 's 26 24
26 lineup 22 22
27 . 1 6

0 ROOT ROOT None
1 `` 21 21
2 If 4 4
3 you 4 4
4 get 16 9
5 your 6 6
6 pitch 4 4
7 , 4 4
8 and 4 4
9 take 4 21
10 a 12 12
11 good 12 12
12 swing 9 9
13 , 16 16
14 anything 16 16
15 can 16 16
16 happen 21 9
17 , 21 21
18 '' 21 21
19 he 21 21
20 later 21 21
21 remarked 0 23
22 . 21 21

0 ROOT ROOT None
1 On 15 15
2 Saturday 3 3
3 night 1 1
4 , 15 15
5 quite 7 15
6 a 7 7
7 few 15 5
8 of 7 7
9 the 10 10
10 boys 8 8
11 in 10 10
12 green 11 11
13 and 12 12
14 gold 12 12
15 salted 0 32
16 away 15 15
17 successes 15 15
18 to 19 19
19 salve 15 17
20 the 21 21
21 pain 19 19
22 of 21 21
23 past 29 22
24 and 29 19
25 , 27 19
26 no 27 27
27 doubt 29 19
28 , 27 27
29 future 30 30
30 droughts 22 27
31 . 15 15

0 ROOT ROOT None
1 Mark 2 2
2 McGwire 12 12
3 , 2 2
4 the 10 10
5 big 10 10
6 , 10 5
7 red-haired 10 10
8 Oakland 10 10
9 first 10 10
10 baseman 2 2
11 , 2 2
12 had 0 38
13 three 14 14
14 hits 12 12
15 in 12 12
16 four 18 15
17 at 18 12
18 bats 15 17
19 , 12 12
20 two 21 12
21 more 12 20
22 than 25 25
23 he 25 25
24 'd 25 25
25 had 21 12
26 in 25 25
27 the 30 30
28 five-game 30 30
29 Dodger 30 30
30 series 26 26
31 in 35 35
32 which 31 31
33 he 35 35
34 'd 35 35
35 gone 30 12
36 1-for-17 35 35
37 . 12 12

0 ROOT ROOT None
1 The 2 3
2 A-men 18 3
3 batting 2 18
4 Nos. 3 3
5 6 4 4
6 through 4 3
7 9 4 6
8 , 12 3
9 a.k.a. 12 3
10 the 12 12
11 `` 12 12
12 bottom 4 9
13 of 12 12
14 the 15 15
15 order 13 13
16 , 12 18
17 '' 12 18
18 got 0 37
19 seven 18 18
20 of 19 19
21 their 22 22
22 team 25 25
23 's 22 22
24 11 25 25
25 hits 20 20
26 and 18 18
27 scored 18 18
28 four 27 27
29 of 28 28
30 its 31 31
31 runs 29 29
32 in 27 31
33 a 35 35
34 5-0 35 35
35 decision 32 32
36 . 18 18

0 ROOT ROOT None
1 Right-hander 3 3
2 Dave 3 3
3 Stewart 4 4
4 held 0 24
5 the 6 6
6 Giants 4 4
7 to 4 4
8 five 9 9
9 hits 7 7
10 to 11 11
11 account 4 4
12 for 11 11
13 the 14 14
14 zero 12 12
15 on 14 14
16 the 18 18
17 other 18 18
18 side 15 15
19 of 18 18
20 the 22 22
21 Saturday 22 22
22 ledger 19 19
23 . 4 4

0 ROOT ROOT None
1 That 3 3
2 he 3 3
3 was 28 54
4 the 8 5
5 A 8 8
6 's 8 5
7 winningest 8 5
8 pitcher 3 3
9 during 3 3
10 its 13 13
11 American 13 13
12 League 13 13
13 campaign 9 9
14 with 3 13
15 a 17 17
16 21-9 17 17
17 mark 14 14
18 , 17 17
19 plus 17 17
20 two 21 21
21 wins 17 17
22 over 21 17
23 Toronto 22 22
24 in 21 17
25 the 26 26
26 playoffs 24 24
27 , 17 3
28 indicates 0 3
29 he 31 31
30 may 31 31
31 have 28 28
32 some 33 33
33 evening 31 31
34 up 33 31
35 coming 33 34
36 , 28 28
37 but 28 28
38 with 50 28
39 the 40 40
40 way 38 38
41 his 43 43
42 split-fingered 43 43
43 fastball 45 45
44 is 45 45
45 behaving 40 40
46 , 50 45
47 that 50 50
48 might 50 50
49 not 50 50
50 be 28 28
51 this 52 52
52 week 50 50
53 . 28 3

0 ROOT ROOT None
1 The 2 3
2 same 3 3
3 goes 0 32
4 for 3 3
5 Mike 6 6
6 Moore 4 4
7 , 6 6
8 another 9 9
9 veteran 6 6
10 who 11 11
11 overcame 9 9
12 early 13 13
13 struggles 11 11
14 to 15 15
15 permit 11 13
16 the 17 17
17 Giants 15 15
18 but 20 17
19 a 20 20
20 run 15 17
21 and 20 20
22 four 23 23
23 hits 20 20
24 in 15 15
25 seven 26 26
26 innings 24 24
27 in 15 26
28 Sunday 30 30
29 's 28 28
30 contest 27 27
31 . 3 3

0 ROOT ROOT None
1 `` 18 24
2 Every 3 3
3 guy 8 1
4 they 5 5
5 put 3 3
6 out 7 5
7 there 5 8
8 had 18 5
9 a 11 11
10 better 11 11
11 split-finger 8 8
12 than 11 11
13 the 14 14
14 guy 12 12
15 before 14 8
16 , 18 8
17 '' 18 18
18 marveled 0 5
19 Giant 22 22
20 manager 22 22
21 Roger 22 22
22 Craig 18 18
23 . 18 1

0 ROOT ROOT None
1 He 2 2
2 's 0 30
3 an 4 4
4 ex-hurler 2 2
5 who 6 6
6 's 4 2
7 one 6 6
8 of 7 7
9 the 11 11
10 leading 11 11
11 gurus 8 8
12 of 11 11
13 the 15 15
14 fashionable 15 15
15 delivery 12 12
16 , 15 15
17 which 18 18
18 looks 15 15
19 like 18 18
20 a 21 21
21 fastball 19 19
22 until 24 24
23 it 24 24
24 dives 18 21
25 beneath 24 24
26 the 28 28
27 lunging 28 28
28 bat 25 25
29 . 2 2

0 ROOT ROOT None
1 The 2 2
2 upshot 6 6
3 of 2 2
4 the 5 5
5 downshoot 3 6
6 is 0 29
7 that 11 18
8 the 10 9
9 A 10 11
10 's 11 9
11 go 6 18
12 into 11 11
13 San 14 14
14 Francisco 17 17
15 's 14 14
16 Candlestick 17 17
17 Park 12 12
18 tonight 11 6
19 up 11 18
20 two 21 21
21 games 19 18
22 to 21 18
23 none 22 22
24 in 19 23
25 the 27 27
26 best-of-seven 27 27
27 fest 24 24
28 . 6 6

0 ROOT ROOT None
1 The 2 2
2 stat 7 7
3 to 4 4
4 reckon 2 2
5 with 4 4
6 here 4 7
7 says 0 31
8 that 24 20
9 about 12 10
10 three 12 8
11 of 12 10
12 four 13 13
13 clubs 24 11
14 ( 17 15
15 29 17 13
16 of 17 15
17 39 13 16
18 ) 17 8
19 that 20 20
20 took 13 7
21 2-0 23 23
22 Series 23 23
23 leads 20 20
24 went 7 23
25 on 24 24
26 to 27 27
27 win 24 25
28 it 27 27
29 all 28 28
30 . 7 7

0 ROOT ROOT None
1 That 2 2
2 's 0 11
3 not 2 2
4 an 5 5
5 average 2 2
6 to 7 7
7 soothe 5 5
8 Giant 9 9
9 rooters 7 7
10 . 2 2

0 ROOT ROOT None
1 One 3 3
2 might 3 3
3 think 0 53
4 that 39 18
5 the 7 7
6 home 7 7
7 fans 39 4
8 in 7 7
9 this 10 10
10 Series 8 8
11 of 10 10
12 the 13 15
13 Subway 11 15
14 Called 13 15
15 BART 14 11
16 ( 18 18
17 that 18 18
18 's 15 3
19 a 21 21
20 better 21 21
21 name 18 18
22 for 21 18
23 a 25 25
24 public 25 25
25 conveyance 22 22
26 than 21 25
27 `` 26 28
28 Desire 26 26
29 , 18 18
30 '' 18 18
31 do 34 34
32 n't 34 34
33 you 34 34
34 think 18 18
35 ? 34 34
36 ) 18 18
37 would 39 39
38 have 39 39
39 been 3 3
40 ecstatic 39 39
41 over 40 40
42 the 43 43
43 proceedings 41 41
44 , 3 3
45 but 3 3
46 they 47 47
47 observe 3 3
48 them 47 47
49 in 47 47
50 relative 51 51
51 calm 49 49
52 . 3 3

0 ROOT ROOT None
1 Partisans 6 21
2 of 1 1
3 the 5 5
4 two 5 5
5 combatants 2 2
6 sat 0 7
7 side 8 5
8 by 6 7
9 side 8 8
10 in 6 5
11 the 13 13
12 49,000-plus 13 13
13 seats 10 10
14 of 13 13
15 Oakland 16 16
16 Coliseum 14 14
17 , 6 1
18 and 6 1
19 while 21 21
20 they 21 21
21 cheered 30 43
22 their 23 23
23 favorites 21 21
24 and 21 21
25 booed 21 21
26 the 27 27
27 opposition 25 25
28 , 30 30
29 hostilities 30 30
30 advanced 6 21
31 no 32 32
32 further 30 30
33 , 30 30
34 at 30 30
35 least 34 34
36 as 37 37
37 far 34 41
38 as 41 41
39 I 41 41
40 could 41 41
41 see 34 30
42 . 6 21

0 ROOT ROOT None
1 A 3 5
2 few 3 5
3 folks 5 2
4 even 5 5
5 showed 0 18
6 up 5 5
7 wearing 5 5
8 caps 7 9
9 bearing 8 7
10 the 11 11
11 colors 9 9
12 and 11 11
13 emblems 11 11
14 of 11 13
15 both 16 16
16 teams 14 14
17 . 5 5

0 ROOT ROOT None
1 `` 3 16
2 I 3 3
3 'm 0 1
4 for 3 3
5 the 6 7
6 Giants 4 7
7 today 3 4
8 , 3 3
9 but 3 3
10 only 13 13
11 because 13 13
12 they 13 13
13 lost 3 3
14 yesterday 13 13
15 . 3 3

0 ROOT ROOT None
1 I 2 2
2 love 0 6
3 'em 2 2
4 both 3 3
5 . 2 2

0 ROOT ROOT None
1 The 3 3
2 only 3 3
3 thing 8 18
4 I 6 6
5 'm 6 6
6 rooting 3 3
7 for 6 8
8 is 18 6
9 for 13 13
10 the 11 11
11 Series 13 13
12 to 13 13
13 go 8 8
14 seven 15 15
15 games 13 13
16 , 18 18
17 '' 18 18
18 said 0 34
19 David 20 20
20 Williams 18 18
21 , 20 20
22 a 24 24
23 Sacramento 24 24
24 septuagenarian 20 20
25 , 20 20
26 at 18 25
27 the 28 28
28 Coliseum 26 26
29 before 18 28
30 Sunday 32 32
31 's 30 30
32 go 29 29
33 . 18 18

0 ROOT ROOT None
1 The 2 2
2 above 3 3
3 represents 0 12
4 a 5 5
5 triumph 3 3
6 of 5 5
7 either 8 8
8 apathy 6 6
9 or 8 8
10 civility 8 8
11 . 3 3

0 ROOT ROOT None
1 I 2 2
2 choose 0 37
3 to 4 4
4 believe 2 2
5 it 6 6
6 's 4 4
7 the 8 8
8 latter 6 6
9 , 2 6
10 although 13 6
11 it 13 13
12 probably 13 13
13 springs 2 10
14 from 13 13
15 the 16 16
16 fact 14 14
17 that 31 24
18 just 20 17
19 about 20 18
20 everyone 31 19
21 out 20 20
22 here 21 21
23 , 20 17
24 including 20 13
25 the 27 26
26 A 27 24
27 's 24 26
28 and 27 26
29 Giants 27 26
30 , 20 2
31 is 16 2
32 originally 31 33
33 from 31 31
34 somewhere 35 33
35 else 33 34
36 . 2 2

0 ROOT ROOT None
1 Suffice 0 4
2 it 1 4
3 to 4 4
4 say 1 33
5 that 34 8
6 if 8 8
7 this 8 8
8 were 34 28
9 a 13 13
10 New 13 13
11 York 13 13
12 Yankees-Mets 13 13
13 series 8 8
14 , 13 13
15 or 13 13
16 one 13 13
17 between 16 16
18 the 20 20
19 Chicago 20 20
20 Cubs 17 17
21 and 20 20
22 White 23 23
23 Sox 20 20
24 ( 28 25
25 hey 28 28
26 , 28 28
27 it 28 28
28 's 16 4
29 possible 28 28
30 ) 28 28
31 , 34 33
32 you 34 33
33 'd 34 55
34 need 4 36
35 uniformed 36 36
36 police 34 33
37 in 34 36
38 every 40 40
39 other 40 40
40 seat 37 37
41 to 42 42
42 separate 34 33
43 opposing 44 44
44 fans 42 42
45 , 34 33
46 and 34 33
47 only 49 49
48 the 49 49
49 suicidal 51 51
50 would 51 51
51 bifurcate 34 33
52 their 53 53
53 bonnets 51 51
54 . 1 33

0 ROOT ROOT None
1 Anyway 6 13
2 , 6 13
3 the 5 4
4 A 5 6
5 's 6 4
6 gave 0 9
7 you 6 9
8 a 9 9
9 lot 6 13
10 of 9 9
11 heroes 10 10
12 to 13 13
13 root 11 16
14 for 13 13
15 . 6 13

0 ROOT ROOT None
1 In 12 12
2 the 4 4
3 opening 4 4
4 game 1 1
5 , 12 12
6 besides 12 12
7 Steinbach 6 6
8 and 7 7
9 Stewart 7 7
10 , 12 12
11 there 12 12
12 was 0 34
13 Walt 14 14
14 Weiss 12 12
15 , 14 14
16 a 20 17
17 twiggy-looking 20 14
18 , 20 17
19 second-year 20 20
20 shortstop 14 17
21 who 23 23
22 had 23 23
23 lost 20 12
24 a 26 26
25 couple 26 26
26 months 23 23
27 of 26 26
28 the 29 29
29 season 27 27
30 to 23 31
31 knee 32 23
32 surgery 30 31
33 . 12 12

0 ROOT ROOT None
1 He 2 2
2 was 0 33
3 flawless 2 4
4 afield 2 2
5 ( 6 6
6 ditto 2 4
7 in 6 6
8 game 7 9
9 two 8 7
10 ) 6 6
11 , 2 2
12 moved 2 2
13 a 14 14
14 runner 12 12
15 along 12 16
16 in 12 14
17 the 22 18
18 A 22 22
19 's 22 18
20 three-run 22 22
21 second 22 22
22 inning 16 16
23 , 2 12
24 and 2 12
25 homered 2 12
26 for 25 25
27 his 28 28
28 team 31 31
29 's 28 28
30 final 31 31
31 tally 26 26
32 . 2 2

0 ROOT ROOT None
1 Such 2 2
2 is 0 41
3 his 4 4
4 reputation 2 2
5 among 4 4
6 the 9 9
7 East 9 9
8 Bay 9 9
9 Bashers 5 5
10 that 27 13
11 when 13 13
12 he 13 13
13 hit 27 2
14 his 18 17
15 first 18 17
16 career 18 17
17 home 18 18
18 run 13 13
19 last 20 20
20 season 13 18
21 , 27 18
22 the 23 23
23 fan 27 18
24 who 25 25
25 caught 23 23
26 it 25 27
27 agreed 2 25
28 to 29 29
29 turn 27 27
30 the 31 31
31 ball 29 29
32 over 29 29
33 to 29 32
34 him 33 33
35 in 29 29
36 return 35 35
37 for 36 29
38 an 39 39
39 autograph 37 37
40 . 2 2

0 ROOT ROOT None
1 Not 3 3
2 his 3 3
3 autograph 0 9
4 ; 3 3
5 power-hitter 6 6
6 McGwire 3 3
7 's 6 6
8 . 3 3

0 ROOT ROOT None
1 An 4 2
2 A 4 4
3 's 4 2
4 co-hero 9 9
5 of 4 4
6 the 8 8
7 second 8 8
8 game 5 5
9 was 0 23
10 Rickey 11 11
11 Henderson 9 9
12 , 11 11
13 who 14 14
14 exemplifies 11 11
15 the 17 17
16 hot 17 17
17 side 14 14
18 of 17 17
19 the 21 21
20 hot-cold 21 21
21 equation 18 18
22 . 9 9

0 ROOT ROOT None
1 He 2 2
2 smoked 0 45
3 Toronto 2 2
4 in 2 2
5 the 6 6
6 playoffs 4 4
7 with 2 2
8 six 9 9
9 hits 7 7
10 , 9 2
11 seven 12 12
12 walks 9 2
13 and 9 12
14 eight 16 15
15 stolen 16 16
16 bases 9 12
17 in 9 2
18 22 20 17
19 at 20 2
20 bats 17 19
21 , 2 2
22 and 2 2
23 continued 2 2
24 that 23 23
25 by 23 24
26 going 25 25
27 3-for-3 26 26
28 at 26 26
29 the 30 30
30 plate 28 28
31 Sunday 26 30
32 , 26 30
33 along 34 32
34 with 26 33
35 walking 26 34
36 , 35 33
37 stealing 35 33
38 a 39 39
39 base 37 37
40 and 35 39
41 scoring 35 39
42 a 43 43
43 run 41 41
44 . 2 2

0 ROOT ROOT None
1 `` 17 17
2 When 4 4
3 you 4 4
4 're 10 17
5 in 4 4
6 the 7 7
7 groove 5 5
8 , 10 7
9 you 10 10
10 see 17 4
11 every 12 12
12 ball 10 10
13 tremendously 10 10
14 , 17 17
15 '' 17 17
16 he 17 17
17 lectured 0 19
18 . 17 17

0 ROOT ROOT None
1 The 3 3
2 cold 3 3
3 guys 7 7
4 in 3 3
5 the 6 6
6 set 4 4
7 were 0 23
8 Will 9 9
9 Clark 7 7
10 , 9 9
11 Kevin 12 12
12 Mitchell 9 9
13 and 9 12
14 Matt 15 15
15 Williams 9 12
16 , 9 15
17 the 18 18
18 Giants 21 21
19 ' 18 18
20 3-4-5 21 21
21 hitters 9 15
22 . 7 7

0 ROOT ROOT None
1 They 2 2
2 combined 0 23
3 for 2 2
4 25 5 5
5 hits 3 3
6 , 5 5
7 six 9 9
8 home 9 9
9 runs 5 5
10 and 5 5
11 24 12 12
12 runs 5 5
13 batted 12 12
14 in 13 13
15 in 2 14
16 the 18 18
17 five 18 18
18 games 15 15
19 against 18 18
20 the 21 21
21 Cubs 19 19
22 . 2 2

0 ROOT ROOT None
1 They 2 2
2 went 0 14
3 a 5 2
4 collective 5 3
5 5-for-24 2 4
6 here 2 4
7 , 2 2
8 with 2 2
9 zero 10 10
10 homers 8 8
11 and 10 10
12 ribbies 10 10
13 . 2 2

0 ROOT ROOT None
1 It 5 2
2 's 5 27
3 that 5 16
4 last 5 5
5 set 0 3
6 of 5 5
7 numbers 6 6
8 , 10 16
9 as 10 10
10 much 5 8
11 as 10 10
12 anything 11 11
13 else 12 12
14 , 10 16
15 that 16 16
16 gives 5 2
17 the 18 19
18 Giants 16 19
19 hope 16 23
20 in 19 23
21 the 23 22
22 Series 23 23
23 games 20 16
24 to 25 25
25 come 23 23
26 . 5 2

0 ROOT ROOT None
1 `` 11 11
2 I 3 3
3 believe 11 11
4 in 3 3
5 the 6 6
6 law 4 4
7 of 6 6
8 averages 7 7
9 , 11 11
10 '' 11 11
11 declared 0 22
12 San 17 13
13 Francisco 17 11
14 batting 17 13
15 coach 17 17
16 Dusty 17 17
17 Baker 11 14
18 after 11 14
19 game 18 20
20 two 19 18
21 . 11 11

0 ROOT ROOT None
1 `` 5 27
2 I 5 5
3 'd 5 5
4 rather 5 5
5 see 0 1
6 a 8 8
7 so-so 8 8
8 hitter 12 5
9 who 10 12
10 's 8 9
11 hot 10 12
12 come 5 8
13 up 12 8
14 for 12 8
15 the 17 17
16 other 17 17
17 side 14 14
18 than 5 17
19 a 21 21
20 good 21 21
21 hitter 18 18
22 who 23 24
23 's 21 22
24 cold 23 21
25 . 5 5
26 '' 5 5

0 ROOT ROOT None
1 But 7 7
2 the 5 5
3 old 5 5
4 Dodger 5 5
5 slugger 7 7
6 wisely 7 7
7 offered 0 20
8 no 9 9
9 prediction 7 7
10 about 9 9
11 when 15 15
12 good 13 13
13 times 15 15
14 would 15 15
15 return 10 7
16 to 15 15
17 his 18 18
18 side 16 16
19 . 7 7

0 ROOT ROOT None
1 `` 18 18
2 When 4 4
3 it 4 4
4 goes 8 18
5 , 8 7
6 you 8 7
